..3....8..5.1....66....74....8.9..4.7....5....1.6..8.....9...2.....2...8..2...3.4  11.9 11.9 11.3   
1....67....7..9....8..7..1.2......5...1.6.9...4.3.....5.......2..6.1.8...3...4...  11.1 01.2 01.2   
1....67....7.8...6.6.73.....1...3..8...5..9..5......4..3...1..7..2.4....9......2.  11.1 01.2 01.2   
1....67....7.8...6.6.3......8...7..1......42.5..........29..5...1...8..39...4....  11.1 01.2 01.2   
1....67....7.8...6.6.3......1...8..3...5...9.5.....4...3...1..7...8...2.9.2.4....  11.1 01.2 01.2   
1....67....7.8...6.6..3.....1...7..3..4....2.9...2.4..5.........3...8..17..5...9.  11.1 01.2 01.2   
1....67....7.8...6.6..3.....1...7..3..4....2.9...2.4..5.1.......3...8..1...5...9.  11.1 01.2 01.2   
1....67....71.9.6..8..7......1.6.8...3.5............2...6.1.9....8.946..........4  11.1 01.2 01.2   
1....67....6.8.12..8......6..59.3..........9.8...6...7......4..6...1...2.3.5.4...  11.1 01.2 01.2   
1....67....6....237...2..6.........8.4.9.......1.3.2....7.1.6..5..........2.6.3..  11.1 01.2 01.2   
1....67...5.........93....4..5..1.7.7...6.3...4.7...2.3..6..8...9...8.......1...2  11.1 01.2 01.2   
1....67...5...9..2..91...4.2.....3....1.6..9..7......53..........8..4.6....81....  11.1 01.2 01.2   
1....67...5..8......97....4........5.4.....277...6.3.......8.9.8..6..1....2.31...  11.1 01.2 01.2   
1....67...5..8......82....4...94............2.7...5.6.5......1...9.....8.1...36..  11.1 01.2 01.2   
1....67...5..8......82....4....4.......9....2.7...5.6.5......1...9.....8.1...36..  11.1 01.2 01.2   
1....67...571......9.....1..4....3..6..5...9......8..2.....24......3...87..9...6.  11.1 01.2 01.2   
1....67...571....6.9.....1...8..........48..29..6...7......74.3.3...2...7..5...6.  11.1 01.2 01.2   
1....67...571....6..9....1..4..3.........74..7..6...5.5..7...9...2..83......2...8  11.1 01.2 01.2   
1....67...571....6.9.....1..3...8...6..7...9...5...3......4...25..6...7...4..28..  11.1 01.2 01.2   
1....67...5.....3...9.....42..8..6....5.9.........7..5...6.8...7....18...4..3....  11.1 01.2 01.2   
1....67...5.....3...9.....42...18.....59.....8...7.1....2..76...4.3...5..........  11.1 01.2 01.2   
1....67...5.....3...9.....42...1...7.4.....9......28......786..7..5.1......3....5  11.1 01.2 01.2   
1....67...5.....3.6..2.....2..7..8...3.........4.9.........71.8....4..5....8.16..  11.1 01.2 01.2   
1....67...5.....3.........4..4..7..57..6..8...3..1..2....7.8.....29.....8...6.9..  11.1 01.2 01.2   
1....67...5.....3....2....4.6...85..7.1.4....8...9.......9...2.5.......3..8..76..  11.1 01.2 01.2   
1....67...5.....2...9.........9...4.8...7...1.....13..3...1.6......68..7.4.5.....  11.1 01.2 01.2   
1....67...5.1......96....1..4....3..6..5...9......8..2.....24......3...87..9...6.  11.1 01.2 01.2   
1....67...5.1....6.9..7..1..4......8.....4...6..5...7......83.2..2.3....9..6...5.  11.1 01.2 01.2   
1....67...5.1....6..9.7..1..4..3.........74..7..6...5.5..7...9...2..83......2...8  11.1 01.2 01.2   
1....67...5.1....6.9.....1......84...8......27..6...5......43....2.3....9..5...6.  11.1 01.2 01.2   
1....67...5.1....6..9....1..4.......6..7...9......83.2.....2..85..9...6.....3.4..  11.1 01.2 01.2   
1....67..........3..92...4....59...........2.7....3..8..5.4....81......7.6...18..  11.1 01.2 01.2   
1....67..........3..923.....4.9.........4..2.5....16...65.1.8..8.......7.1...8...  11.1 01.2 01.2   
1....67.........36.8.....15.9..4....5....1.6...82.....3.2.9.........3..7.4.8.....  11.1 01.2 01.2   
1....6.....718...6.6.73.....8...7..15.4....2.....4.......9.......2...59..7...3.18  11.1 01.2 01.2   
1....67.....18..3...9.7......4.....35..6..8...9.....2...2..1..88...6.1.......5.4.  11.1 01.2 01.2   
1....67.....18..3...9.7......4.....35..6..8...9.....2...2..1...8...6.1....6..5.4.  11.1 01.2 01.2   
1....67.....1....6..9.2..5......3.4...42..9......4.5.23..8.....87.........5.3..2.  11.1 01.2 01.2   
1....67.....1....6..9.2..5.2....3.4...42..9......4.5..3..8.....87.........5.3..2.  11.1 01.2 01.2   
1....6....5..8......91..5...9.8....53....749........7..1.9....6..4.2.93...2......  11.1 01.2 01.2   
1....6....5..8.1....8....64..5..46.....3...9.9.1..84....4..58..........2.7..4....  11.1 01.2 01.2   
1....6....5.7...2.....3...4....97.3....3..2.5.3.......37.9...5...8.......9.2..37.  11.1 01.2 01.2   
1....6....5.7...2.....3...4....97.3.......2.5.3........7.9...5...8..3....9.2..37.  11.1 01.2 01.2   
1....6....571......9..7..1......43......3...29..5...6......8...5..6...9..82...4..  11.1 01.2 01.2   
1....6....571.......9.7..1.....38....8....4..7..6...5......4..26..5...7...2...3..  11.1 01.2 01.2   
1....6....571.......9....1..4...38......4....9..6...7...2..83..6..5...9.....2.6..  11.1 01.2 01.2   
1....6....5......6..9.2..4.2...7..1......56.....8..3...3....8....2.9....9.1....7.  11.1 01.2 01.2   
1....6....5.....3...97....4.3....5..6...1......49....8....74..2..2.9..7....2..8..  11.1 01.2 01.2   
1....6....5.1.9.3....72......8.....7......4..91.....6...4...8...6...5.1.....7...2  11.1 01.2 01.2   
1....6....5.1...3...9.2..............7...5.1.....3.4.8..8...9.4..2.9....7....3.6.  11.1 01.2 01.2   
1....6...4...8.....9.7....52.6.1.9..........2.3.2...5......8.2..7.3..5....4....37  11.1 01.2 01.2   
1....6...4...8..3....2....5.7..9..4....8.......1..5..2..6.....17...3.9..98.....7.  11.1 01.2 01.2   
1....6......1..2....9.7...5..5.3.9.7.8.....6....2..8..5.......4..49.....73..4....  11.1 01.2 01.2   
1...5...9.....92...8.3...4...67....3.7....6.48......7.5...2...8.....1....4.8...6.  11.1 01.2 01.2   
1...5.........9.....87....4.........38..1.9...7.2...6..6.....48.....35....28...7.  11.1 01.2 01.2   
1...5.........9....8.2....4...3......3.6..8.2....21.5...6...4.8.48...3..9......7.  11.1 01.2 01.2   
1...5...9..7..9.6..8.3..5....6..8....4.......9..2..1..3...1...2.....4.7....9....5  11.1 01.2 01.2   
1...5...9..7..9......3...4..8...43....5.7...2......6..5.2.9.....6.8.......9.....1  11.1 01.2 01.2   
1...5...9..7........8...4..2......9....93..52.....76..3...1.....6...8.......9..23  11.1 01.2 01.2   
1...5...9...7......8...3.6...4...8..5..2....1.......3...291...7.....46..9...7....  11.1 01.2 01.2   
1...5...9..7.......8.2...4.....1.3...7.8.2....6...4.2...6..8.7.......5..9.......3  11.1 01.2 01.2   
1...5...9..7....6..8....4..2...3...1.....4.7..46...8..3..59.......2.3....1.......  11.1 01.2 01.2   
1...5...9..7....6..8.3.....2...1......68........62.5.4......9.2.7.....3.9....14..  11.1 01.2 01.2   
1...5...9..7....3......2.4....89.3....6.1....9....5..2.6...1.7...1.2.4..8..5....1  11.1 01.2 01.2   
1...5...9..7...2...8...........93.643....15...6.8.........3......26...7.9....4..5  11.1 01.2 01.2   
1...5...9..7...2...6.....4...6..1........84..9..5....83....5..1..13...2..7.9.....  11.1 01.2 01.2   
1...5...9..71..........2.4..36........8.....2.7.8..3.......4.2.....9..53.6.3..1..  11.1 01.2 01.2   
1...5...9..6.......9...2.4..1..6...55.7..3.........2.......84....1.9...7.6.3..8..  11.1 01.2 01.2   
1...5...9..67.........31..4.6....8....8......5......41........3...6..2..9...43.1.  11.1 01.2 01.2   
1...5...9..67..1...8.............8.3....4..1.9....1.455...1..2...7...3...3.6.....  11.1 01.2 01.2   
1...5...9..6....3..7........9..7...65....4......8..2....5.1...7.....2.4.9..3..8..  11.1 01.2 01.2   
1...5...9.5...9.3...91...6.2...7.........82...9.5....3.1.6....58...4.....6.....4.  11.1 01.2 01.2   
1...5...9.5...9.3.....2.4...7...53....62...5....8....7..16.....8......7..4...7..3  11.1 01.2 01.2   
1...5...9.5...9.3....1...6..9.6....1....2......4...82.....7....8.7..4....6.5....3  11.1 01.2 01.2   
1...5...9.5...9.3....1...6..9.3....5..4...27.....2......7..8...8...4.....1.5....6  11.1 01.2 01.2   
1...5...9.5..89...7..1......1.8....7..4.............3..8.9....56.5...2...7...4..8  11.1 01.2 01.2   
1...5...9.5..89...7..1......1.8....7..4.............3..8.9....56.....2...7.5.4..8  11.1 01.2 01.2   
1...5...9.5..89...7..1......1.5....7..4.2..6.......2...9.8....56.....43......3...  11.1 01.2 01.2   
1...5...9.5..8....7.91......7.8....1..4...26.....2.....9.5....8.....3...6.....43.  11.1 01.2 01.2   
1...5...9.5.....6....2..4....8...3..5...6..7.76........7..9..1...23..........48..  11.1 01.2 01.2   
1...5...9.5.....3..79.......1..6...5...8..3..6....4.2......2.47...3..8....1.7....  11.1 01.2 01.2   
1...5...945....1....9.....6..5.1.6..8..2....3.....8.....4.6.9...7.3..........7.2.  11.1 01.2 01.2   
1...5...9.......3...8..74..2..5....1.6...18....4.7.....3.29....7....5..2.......6.  11.1 01.2 01.2   
1...5.........9.3..8.3..4..2.......7....9.8...3.6...4...2.1..6.5.....3...6.7....4  11.1 01.2 01.2   
1.........5...9.3.8...2...4...5.....6...1.8...7...3.....1...4.2...7...9...6.4...8  11.1 01.2 01.2   
1...5...9......2...8.7...4..7.8...3.....6.5..5.......6.3...4.....4..3.1.9...2....  11.1 01.2 01.2   
1...5...9.......2...8...56..3...7...5...6..1...48......7.6.4..16...2.9.....3.....  11.1 01.2 01.2   
1...5.........92...8.3....4.3.8....7..5..2...9...1............8...6.847..4....63.  11.1 01.2 01.2   
1...5.........92...6.3....4.3.8.....5......1..76.....3..86....76...2..9..4.......  11.1 01.2 01.2   
1...5...9......12..8....5...3...7...81..6..9...48......7...4.....83....66...2.9..  11.1 01.2 01.2   
1...5...9......12...8...5..2...6..9..3.8....1..4..7....7...4...6...2.9.....3....6  11.1 01.2 01.2   
1...5..8......9..6...3..4...9.6....4..5....7.8...2.....4....3.17......28..8.1....  11.1 01.2 01.2   
1...5..8......9..6.....34...7.6....3....749....5....7.5...1..2...23.....8.1......  11.1 01.2 01.2   
1...5..8......9..6...3..4.....6..3..5..........8.1..7..4.9..8..79.....2.8.2.7....  11.1 01.2 01.2   
1.........5..89...6..2..........583..4....5.....6....1..2.....7.3...4.9......835.  11.1 01.2 01.2   
1...5..8......9.3...91..5.....6....78....53...4..2.....7.....6.5....39....2.4....  11.1 01.2 01.2   
1...5..8......9..3...2..6....46.......5...3...1..4..7..8.5.2....7....9....1.7..5.  11.1 01.2 01.2   
1...5..8......9..3...2..6....46.......5...3...1..4..7..8...2...57....9....1.7..5.  11.1 01.2 01.2   
1...5..8......92.....3....4.3...4......2..9.37......5...5.6....6..8....7.81....6.  11.1 01.2 01.2   
1...5..8...7..9........2....4....13....9....68...3.5..3...4..5...67....2.1...3...  11.1 01.2 01.2   
1...5..8...71..2...9......42..5...3...6..1....7....9...6.3.....8....5.2....82.4..  11.1 01.2 01.2   
1...5..8...6.89......1....62...7.4....89...6..7....8....58...1..4....3.......3..2  11.1 01.2 01.2   
1...5..8...6.89......1....62...7.4....89...6..7.........58...1..4....3.8.....3..2  11.1 01.2 01.2   
1...5..8...67.......9..3....4.6....1.....7.2.9...2.8....4...2..5...9...8..83..59.  11.1 01.2 01.2   
1...5..8..5..89.....62.........71.....4...3..7......1...2...6.....3....49....5.7.  11.1 01.2 01.2   
1...5..8..5......6..92....42.....6...1..9..2...8...3....1.7..5......4...79.3.....  11.1 01.2 01.2   
1...5..8....1....6.9...7...2....3....3.....947.4...3.....8...5..7...24......6...1  11.1 01.2 01.2   
1...5.7.......9.....92....4..6.3...53....5.7..1.7..3...8...4..........287...6.5..  11.1 01.2 01.2   
1...5......7..9....8.2..4...6....8......1..5.9.5..7..4.4.....6...2.4.3.....3....8  11.1 01.2 01.2   
1...5.7.......9....8.2....1....739..7...9..1....6....43....51....2.....8.6.....4.  11.1 01.2 01.2   
1...5.7.9..7.....6..92..15....8............6..1..9.3.53........5....4.....1.3.5.7  11.1 01.2 01.2   
1...5......7..9..6.892.........4.....7.9....8......31.5...3.....6.....4...26....7  11.1 01.2 01.2   
1...5......7..9..6.892...........1...9.7....8....3..4.5...4.3....85....2.6.....5.  11.1 01.2 01.2   
1...5.7.......9..6..82......7..4.3..31.........9.....2...6....87.....1...4..3..5.  11.1 01.2 01.2   
1...5......7..9..6.6.7...4..4.6..3....5..7...9...1...4....7.8........42..8.2....3  11.1 01.2 01.2   
1...5.7.......9..6.6.2...4..75.3..9.3..........15..3....8..4..27...9.5.....8.....  11.1 01.2 01.2   
1...5......7..9..6......54......86...6.97...8..82..9..3.........4.3..1....6..7..2  11.1 01.2 01.2   
1...5.7.......9..6...3.7.....8.1...45....3....6..9..2.3..9..5....2....6..4......8  11.1 01.2 01.2   
1...5......7..9....6.3....4....7..9.5.9..1....3.9....2.4....86......4..3...6...2.  11.1 01.2 01.2   
1...5.7.9.57.....6..92..1.....8............6..1..9.3.53........5....4.....1.3.5.7  11.1 01.2 01.2   
1...5.7.......9.3..8...7....4..1.....7..6...29....51....4.....87..5..6...3.....2.  11.1 01.2 01.2   
1...5.7.......9.3..8......5.6......4..49........32..6.5.....6.8..6..2.4..7....1..  11.1 01.2 01.2   
1...5.7.......9..3.8......42...6.........8.9...51..2...3...4...6.1........2.7.6..  11.1 01.2 01.2   
1...5.7.......9.3....2....4.......6.5.1.7.....78...5.......4..2.4.3...9.8...6.4..  11.1 01.2 01.2   
1...5.7.......9.3....2....4.....5....76...5...81.6.........3..2..4....9.8...7.6..  11.1 01.2 01.2   
1...5......7..92...9.....4..6...74..8.......3..4....72..9..2.6.5..8........3....1  11.1 01.2 01.2   
1...5.7.......92...8......4.6.3.......4......9....71......75.2.5...2.9.....6....3  11.1 01.2 01.2   
1...5......7..9......2.7..4...9....7..97.4.......6.39...2....485.....6...6....1..  11.1 01.2 01.2   
1...5......7..92...6.3...........4.5..4...92.5......71..9..78.......8.9..3..6....  11.1 01.2 01.2   
1...5......7..92.....3......6..9..4...9..8..2....3.97...8..4.2.5.....4..6...1...8  11.1 01.2 01.2   
1...5......7.89.3...9..7.4...4..3.7.......8...6......4...93..2......24.7..2.....3  11.1 01.2 01.2   
1...5......7.89.3...9..7.4...4..3.7.......8...6....3.4...93..2......24.7..2......  11.1 01.2 01.2   
1...5.7....7..9..6..87...4...6......3....59...4.....2.....93..87..5..3......1...2  11.1 01.2 01.2   
1...5.7....7.....6.967.....2.....45..7.........89....3.....4.2..3.6....8....1....  11.1 01.2 01.2   
1...5.7....7.....6.8...7.4...4.....8.6.....7.9...2.3..3...12..........9....5.31..  11.1 01.2 01.2   
1...5.7....6..9....8......42......5.....2...7.31...2....46.....5...1.3...9...8...  11.1 01.2 01.2   
1...5......7.....6.897.......89....3.7.......5...3.4...3.6....8.....21......4..2.  11.1 01.2 01.2   
1...5.7..........6..87.........9..51...3.79..9........3...7.5..5..93.14...2..4...  11.1 01.2 01.2   
1...5.7....67....3.9...........9...85...4..7...76..3.......46.2..28...3..1....8..  11.1 01.2 01.2   
1...5.7....67...2..8..3...6.3..1.........5.....46..2........47...79....28......9.  11.1 01.2 01.2   
1...5.7....6....3..8......42..9.1.......7.......5.29...3.....68..7.2.5....48.....  11.1 01.2 01.2   
1...5.7...5...9.3..8...7....4..1........6...29....51....4.....87..5..6...3.....2.  11.1 01.2 01.2   
1...5.7.....1.9.....8........6.3...88....59...4..7..2.3..7..5....2.....4.8.....6.  11.1 01.2 01.2   
1...5......71....6.8...2.4...8....9..36.2....7..8....3....1.9...7.3....1.....4.5.  11.1 01.2 01.2   
1...5.7.....1...6.....72..12..7....5......83..4...3.....9....4.5..6....2.8..9....  11.1 01.2 01.2   
1...5......71....668..............9..7.8....2..1.3.4......4.3..7..2....1..2..59..  11.1 01.2 01.2   
1...56..9...78.........2..62....5.6..3....4....78......4.........8...3..6......25  11.1 01.2 01.2   
1...56..9...7...2.......5....7.......3.2.....9....86.......18.5..4....3.8...9...6  11.1 01.2 01.2   
1...56..9.5..89.....91.....2.7....3..6.8....1.....32....4..........4..7..1.6....8  11.1 01.2 01.2   
1...5......6..9.3....2.....2...7...5.97..4.6............4..79...6....37....8....1  11.1 01.2 01.2   
1...5......6..9.3....2.....2.......1.7...49...64....7...7....9..9...36.....8....5  11.1 01.2 01.2   
1...5............6.9...314.........73..8..5....9..1.2...2...8...4.36....9....2.1.  11.1 01.2 01.2   
1...5......67......9.....4.....6..3....3..29..3...24....51....87..6......4...83..  11.1 01.2 01.2   
1...5......67......8...34.....8..3...9.....2......2.945.......1.4...89....76...4.  11.1 01.2 01.2   
1...567...5...9......32...........4..9..6.1....8.....3..42....8.6...59.........2.  11.1 01.2 01.2   
1...567...5.........82.......9.....436...1...5....73.........42.3..1.6.....8...3.  11.1 01.2 01.2   
1...5......67...2..8...3......9..47...7...9.2.6.......5....8....3..1...8...6...4.  11.1 01.2 01.2   
1...56.....71......6...3.1.........8..9..84..7..6...5..4..2.9..5..3...7.........2  11.1 01.2 01.2   
1...5.....5....1.2..9..3.4.2..6.......4..8.9.........639...7..4..78..9.........7.  11.1 01.2 01.2   
1...5....4....92....83....12......5..1.7..8....6.....3..26..3..........79....4.2.  11.1 01.2 01.2   
1...5.......1....6.8...24....576............7.9...48...3..4...8.....3.9.9.2...3..  11.1 01.2 01.2   
1...5..........13..8...3..6..7..4.6.3...7...4.4....8..5.2....9....29.....6...7..8  11.1 01.2 01.2   
1..4....9....892.......7.1.......4...1.2....69....5.7.3.5.6....7.......8.9...1.3.  11.1 01.2 01.2   
1..4....9....8.2....9..7.1.......4...1.2....69....5.7.3.5.6....7.......8.9...1.3.  11.1 01.2 01.2   
1..4....9....8.23..8...2.....7.......1...3.7.9..6....4.615..4..5....4.1..9......5  11.1 01.2 01.2   
1..4....9....8.1...9..3..4..3.8..4..6.5.....2.....2.......7..5..4.9..8....7.....6  11.1 01.2 01.2   
1..4....9....8.1...9..3..4..1.3..4....5.6...76.........4.8..9..7....2.5.........2  11.1 01.2 01.2   
1..4....9..7..92..6...3......8...59..3......1.....5.....5..8.7..1..6...4......9..  11.1 01.2 01.2   
1..4....9..7.8.........2....4....5.131....9....8....2.5..9.43.....3.........78.6.  11.1 01.2 01.2   
1..4....9..7.8.2.......3..52......43.7..2.1.......5.....29.....7...6.8...86......  11.1 01.2 01.2   
1..4....9..6.8.1.......2..5.1...5....37......6...1.3..........28..9...4..6..7.8..  11.1 01.2 01.2   
1..4....9..6....2......2.......7.63..37..4...9..8....4.8.5...9.5....18......4...5  11.1 01.2 01.2   
1..4....9.5..8..3......7....6....3....49....77.1..2..........5...27....1....6.8..  11.1 01.2 01.2   
1..4....9.5..8..3......7....3....6....4..2..77.19.........6......27....1......85.  11.1 01.2 01.2   
1..4....9.5..8..2.......6.......5...6..9..4......2..7.3.....9.7..43....1.8...7...  11.1 01.2 01.2   
1..4....9.57...........2.....5....6.3...4.9.....8..3.4....1....8..9....3.6...7.2.  11.1 01.2 01.2   
1..4....9.5....2....8.........3...97.....56.....79...43..91..7...2..8...9........  11.1 01.2 01.2   
1..4....94...8.1....8.....5..18..4..3.......2....62....7.......6....3.7...49..5..  11.1 01.2 01.2   
1..4....945.....3...9.3......53...1......26..86.......5...7.2.......8..7..15...4.  11.1 01.2 01.2   
1..4.........892....8.3...5..5...9.3.4.......7......6..6.7...1...2..35.......8...  11.1 01.2 01.2   
1..4...8......92.6....2......6.....37..8...1......39...745.....5....1....8..4..5.  11.1 01.2 01.2   
1..4.........891...9..3..4.2.......6.4.1..9......63.....7....5.5....7..2.1.3..8..  11.1 01.2 01.2   
1..4...8......91...8...3..4..7.68....1.9..3.........6..9.8..4..5....2.7...2.....5  11.1 01.2 01.2   
1..4.........891...8...3.4.....6..5..3.9..8....7....96.4.1..9..5......27.....2...  11.1 01.2 01.2   
1..4.........891...8...3..42......67.1.3..9....5.6...........2..9.1..4....7..5...  11.1 01.2 01.2   
1..4...8...6.8.1....9.....4..5..38.....2...7.8...1...6.....72..6...9...8.3.....5.  11.1 01.2 01.2   
1..4...8...6.8.1....9.....4..5..3......2.8.7.8...1...6.....72..6...9...8.3.....5.  11.1 01.2 01.2   
1..4...8..5...9..3..........3..759.......3..6..42.......2....1..9..6...78........  11.1 01.2 01.2   
1..4...8..5...9..2..9...4.....6..8.36............41.6...2.7.5...7.......8..3...4.  11.1 01.2 01.2   
1..4...8..5..89.......3......5.....78...4..9..6..1.2...7....6..5....4.3...21....5  11.1 01.2 01.2   
1..4.......7..92...8............569.3.......1..6.9..2..4.8....3..5.2..6......7...  11.1 01.2 01.2   
1..4..7......89.3..8........465...1.5...1..6..7....5....2....9.7..6..1......3...2  11.1 01.2 01.2   
1..4.......7.8...6.9...75..2.......8..6.......7.5..4...3...4.7.....1...2...7.39..  11.1 01.2 01.2   
